Category,Class Level,Difficulty,Task Name,Passage/Content/Problem,Questions/Options/Answers
Reading Comprehension,10,Hard,Artificial Intelligence Ethics,"As AI becomes smarter, ethical questions arise. If a self-driving car has to choose between hitting a wall or a pedestrian, what should it do? We must program machines with human values.","Q1: What is the main topic of the passage? (Options: [""fast cars"", ""AI ethics"", ""computer code"", ""robot wars""], Ans: AI ethics)
Q2: What example of an ethical dilemma is given? (Options: [""self-driving car choice"", ""robot jobs"", ""computer games"", ""internet speed""], Ans: self-driving car choice)
Q3: What is the suggested solution? (Type: text)"
Reading Comprehension,10,Hard,The Bet,"A banker bet a lawyer two million rubles that he could not stay in solitary confinement for 15 years. The lawyer agreed. Over the years, he read many books. Just before the time was up, he escaped, rejecting the money.","Q1: What was the bet about? (Options: [""climbing a mountain"", ""solitary confinement"", ""swimming"", ""silence""], Ans: solitary confinement)
Q2: How did the lawyer spend his time? (Options: [""sleeping"", ""reading books"", ""exercising"", ""crying""], Ans: reading books)
Q3: Why did the lawyer reject the money? (Type: text)"
Reading Comprehension,10,Hard,The Ozone Layer Hole,"The ozone layer protects Earth from harmful UV rays. Chemicals called CFCs created a hole in it. The Montreal Protocol was signed to ban these chemicals, and the hole is now slowly healing.","Q1: What is the function of the ozone layer? (Options: [""keeps earth warm"", ""protects from UV rays"", ""creates rain"", ""makes oxygen""], Ans: protects from UV rays)
Q2: What caused the hole in the ozone layer? (Options: [""CO2"", ""CFCs"", ""Oxygen"", ""Nitrogen""], Ans: CFCs)
Q3: What was the result of the Montreal Protocol? (Type: text)"
Reading Comprehension,10,Hard,Nelson Mandela's Long Walk,"Mandela spent 27 years in prison fighting apartheid in South Africa. After his release, he became the country's first black president, preaching forgiveness instead of revenge.","Q1: How long was Mandela in prison? (Options: [""10 years"", ""27 years"", ""5 years"", ""50 years""], Ans: 27 years)
Q2: What system did he fight against? (Options: [""Democracy"", ""Apartheid"", ""Monarchy"", ""Communism""], Ans: Apartheid)
Q3: What did he preach after becoming president? (Type: text)"
Reading Comprehension,10,Hard,The Prisoner of Chillon,"Byron's poem tells of Bonnivard, imprisoned for his beliefs. Chained in a dungeon, he watched his brothers die. When finally released, he had been a prisoner so long that he regained his freedom with a sigh.","Q1: Who is the prisoner in the poem? (Options: [""Byron"", ""Bonnivard"", ""The King"", ""A soldier""], Ans: Bonnivard)
Q2: Why was he imprisoned? (Options: [""for a crime"", ""for his beliefs"", ""by mistake"", ""for stealing""], Ans: for his beliefs)
Q3: Why did he sigh upon release? (Type: text)"
Reading Comprehension,11,Hard,The Allegory of the Cave,"Plato imagines prisoners chained in a cave, seeing only shadows on the wall. They think shadows are reality. If one escaped and saw the sun, he would understand the truth but the others wouldn't believe him.","Q1: Who wrote this allegory? (Options: [""Socrates"", ""Plato"", ""Aristotle"", ""Homer""], Ans: Plato)
Q2: What do the shadows represent to the prisoners? (Options: [""monsters"", ""reality"", ""illusions"", ""ghosts""], Ans: reality)
Q3: What does the sun represent? (Type: text)"
Reading Comprehension,11,Hard,The Butterfly Effect,"In chaos theory, the butterfly effect suggests that small causes can have large effects. A butterfly flapping its wings in Brazil could set off a tornado in Texas. Everything is interconnected.","Q1: Which theory is the butterfly effect part of? (Options: [""Quantum Theory"", ""Chaos Theory"", ""String Theory"", ""Relativity""], Ans: Chaos Theory)
Q2: What is the core meaning of the effect? (Options: [""small causes have large effects"", ""butterflies are dangerous"", ""weather is random"", ""nothing matters""], Ans: small causes have large effects)
Q3: What example is used to explain it? (Type: text)"
Reading Comprehension,11,Hard,The stream of Consciousness,"Virginia Woolf used a technique called ""stream of consciousness."" It ignores linear time and instead records the continuous flow of thoughts, feelings, and memories in a character's mind.","Q1: What literary technique is mentioned? (Options: [""rhyme"", ""stream of consciousness"", ""haiku"", ""drama""], Ans: stream of consciousness)
Q2: Who is the author associated with it? (Options: [""Jane Austen"", ""Virginia Woolf"", ""JK Rowling"", ""Bronte""], Ans: Virginia Woolf)
Q3: How does this technique describe thoughts? (Type: text)"
Reading Comprehension,11,Hard,The Placebo Effect,"The placebo effect occurs when a patient feels better after taking a fake treatment, simply because they believe it will work. This shows the powerful connection between the mind and the body.","Q1: What is the placebo effect? (Options: [""a real cure"", ""a fake treatment working due to belief"", ""a surgery"", ""a side effect""], Ans: a fake treatment working due to belief)
Q2: Why does the patient feel better? (Options: [""medicine is strong"", ""belief"", ""magic"", ""luck""], Ans: belief)
Q3: What connection does this demonstrate? (Type: text)"
Reading Comprehension,11,Hard,Hamlet's Dilemma,"Hamlet is paralyzed by indecision. In his famous ""To be, or not to be"" soliloquy, he contemplates existence versus death. He is the archetype of the intellectual who thinks too much and acts too late.","Q1: What is Hamlet's famous question? (Options: [""To go or stay"", ""To be or not to be"", ""To win or lose"", ""To sleep or wake""], Ans: To be or not to be)
Q2: What is his main flaw? (Options: [""anger"", ""indecision"", ""greed"", ""fear""], Ans: indecision)
Q3: What does he contemplate in the soliloquy? (Type: text)"
Reading Comprehension,12,Hard,Schrodinger's Cat Paradox,"Schrodinger proposed a thought experiment: a cat in a box is simultaneously alive and dead until observed. This illustrates the concept of superposition in quantum mechanics, where particles exist in multiple states at once.","Q1: What is the name of the thought experiment? (Options: [""Pavlov's Dog"", ""Schrodinger's Cat"", ""Newton's Apple"", ""Maxwell's Demon""], Ans: Schrodinger's Cat)
Q2: What two states is the cat in simultaneously? (Options: [""asleep and awake"", ""alive and dead"", ""hungry and full"", ""black and white""], Ans: alive and dead)
Q3: What quantum concept does this illustrate? (Type: text)"
Reading Comprehension,12,Hard,The Invisible Hand,"Adam Smith, in ""The Wealth of Nations,"" described the ""invisible hand."" He argued that individuals pursuing their own self-interest unintentionally benefit society as a whole through economic cooperation.","Q1: Who coined the term ""invisible hand""? (Options: [""Karl Marx"", ""Adam Smith"", ""Keynes"", ""Ricardo""], Ans: Adam Smith)
Q2: What is the title of his book? (Options: [""Das Kapital"", ""The Wealth of Nations"", ""Utopia"", ""Republic""], Ans: The Wealth of Nations)
Q3: How does self-interest help society according to this theory? (Type: text)"
Reading Comprehension,12,Hard,The Glass Ceiling,"The ""glass ceiling"" is a metaphor for the invisible barrier that prevents women and minorities from rising to the upper rungs of the corporate ladder, regardless of their qualifications or achievements.","Q1: What is the ""glass ceiling""? (Options: [""a physical roof"", ""an invisible barrier to promotion"", ""a window"", ""a law""], Ans: an invisible barrier to promotion)
Q2: Who does it primarily affect? (Options: [""men"", ""women and minorities"", ""children"", ""students""], Ans: women and minorities)
Q3: Does it exist because of a lack of qualifications? (Type: text)"
Reading Comprehension,12,Hard,Genetic Engineering Debate,"CRISPR technology allows scientists to edit genes. While it can cure diseases, it raises ethical fears about ""designer babies,"" where wealthy parents might select traits like intelligence or height for their children.","Q1: What technology is mentioned? (Options: [""MRI"", ""CRISPR"", ""X-ray"", ""Clone""], Ans: CRISPR)
Q2: What is a positive use of this technology? (Options: [""cure diseases"", ""make food"", ""build cars"", ""fly""], Ans: cure diseases)
Q3: What is the ethical concern mentioned? (Type: text)"
Reading Comprehension,12,Hard,The Sisyphus Struggle,"In Greek mythology, Sisyphus was punished to roll a boulder up a hill, only to watch it roll back down for eternity. Camus used this as a metaphor for the human search for meaning in an indifferent universe.","Q1: What was Sisyphus's punishment? (Options: [""carry water"", ""roll a boulder"", ""dig a hole"", ""fight a lion""], Ans: roll a boulder)
Q2: Who used this myth as a metaphor? (Options: [""Sartre"", ""Camus"", ""Nietzsche"", ""Freud""], Ans: Camus)
Q3: What does the boulder rolling down represent? (Type: text)"
Mathematical Comprehension,1,Easy,Crayon Counting,Ria has 4 red crayons and 2 blue crayons. Her teacher gives her 1 more red crayon.,"Q1: How many red crayons does Ria have now? (Options: [""4"", ""5"", ""6"", ""7""], Ans: 5)
Q2: How many crayons does Ria have in total? (Options: [""6"", ""7"", ""8"", ""9""], Ans: 8)
Q3: If Ria loses 1 blue crayon, how many blue crayons are left? (Type: number, Ans: 1)"
Mathematical Comprehension,1,Easy,Counting Fingers,Show 5 fingers on one hand and 2 fingers on the other hand.,"Q1: How many fingers are on the first hand? (Options: [""3"", ""4"", ""5"", ""6""], Ans: 5)
Q2: How many fingers are on the second hand? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 2)
Q3: How many fingers are shown in total? (Type: number, Ans: 7)"
Mathematical Comprehension,1,Easy,The Cat Family,A mother cat has 4 kittens. 2 are black and the rest are white.,"Q1: How many kittens are there in total? (Options: [""2"", ""3"", ""4"", ""5""], Ans: 4)
Q2: How many kittens are black? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 2)
Q3: How many kittens are white? (Type: number, Ans: 2)"
Mathematical Comprehension,1,Easy,Toy Car Race,Ben has 4 toy cars. He buys 3 more toy cars from the shop.,"Q1: How many cars did Ben have first? (Options: [""2"", ""3"", ""4"", ""5""], Ans: 4)
Q2: How many cars did he buy? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 3)
Q3: How many cars does Ben have altogether? (Type: number, Ans: 7)"
Mathematical Comprehension,1,Easy,Counting Apples,There are 5 apples in a basket. Tom eats 2 apples.,"Q1: How many apples were there at the start? (Options: [""3"", ""4"", ""5"", ""6""], Ans: 5)
Q2: How many apples did Tom eat? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 2)
Q3: How many apples are left in the basket? (Type: number, Ans: 3)"
Mathematical Comprehension,1,Easy,The Red Balloon Party,Sam has 3 red balloons and 2 blue balloons. His mom gives him 2 more red balloons.,"Q1: How many red balloons did Sam start with? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 3)
Q2: How many red balloons does Sam have now? (Options: [""3"", ""4"", ""5"", ""6""], Ans: 5)
Q3: How many total balloons (red and blue) does Sam have now? (Type: number, Ans: 7)"
Mathematical Comprehension,2,Easy,Farm Animal Count,A farmer has 10 chickens and 8 cows. He sells 3 of his chickens at the market.,"Q1: How many chickens does the farmer have left? (Options: [""5"", ""6"", ""7"", ""8""], Ans: 7)
Q2: How many animals does the farmer have in total now? (Options: [""15"", ""16"", ""17"", ""18""], Ans: 15)
Q3: If 2 new cows are born, how many cows will the farmer have? (Type: number, Ans: 10)"
Mathematical Comprehension,2,Easy,Weekly Savings,Tina saves 2 coins every day. She saves for 5 days.,"Q1: How many coins does she save in one day? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 2)
Q2: How many days does she save? (Options: [""3"", ""4"", ""5"", ""6""], Ans: 5)
Q3: How many coins does she have after 5 days? (Type: number, Ans: 10)"
Mathematical Comprehension,2,Easy,The Marble Jar,A jar has 18 marbles. 10 are blue and the rest are green.,"Q1: How many marbles are in the jar? (Options: [""10"", ""15"", ""18"", ""20""], Ans: 18)
Q2: How many marbles are blue? (Options: [""8"", ""9"", ""10"", ""11""], Ans: 10)
Q3: How many marbles are green? (Type: number, Ans: 8)"
Mathematical Comprehension,2,Easy,Buying Pencils,A pencil costs 5 rupees. An eraser costs 3 rupees. Raj buys 2 pencils.,"Q1: What is the cost of one pencil? (Options: [""3"", ""4"", ""5"", ""6""], Ans: 5)
Q2: How much does Raj pay for 2 pencils? (Options: [""5"", ""8"", ""10"", ""12""], Ans: 10)
Q3: If Raj buys 1 eraser too, what is the total cost? (Type: number, Ans: 13)"
Mathematical Comprehension,2,Easy,School Bus Seats,A school bus has 20 seats. 15 children are sitting. The rest of the seats are empty.,"Q1: How many seats are there in total? (Options: [""10"", ""15"", ""20"", ""25""], Ans: 20)
Q2: How many children are sitting? (Options: [""10"", ""12"", ""15"", ""18""], Ans: 15)
Q3: How many seats are empty? (Type: number, Ans: 5)"
Mathematical Comprehension,2,Easy,The Flower Garden,"In a garden, there are 12 red flowers and 7 yellow flowers. A rabbit eats 2 yellow flowers.","Q1: How many red flowers are there? (Options: [""10"", ""12"", ""14"", ""15""], Ans: 12)
Q2: How many yellow flowers are left? (Options: [""4"", ""5"", ""6"", ""7""], Ans: 5)
Q3: How many flowers are there in total now? (Type: number, Ans: 17)"
Mathematical Comprehension,3,Medium,Length of Ribbon,A red ribbon is 15 cm long. A blue ribbon is 10 cm longer than the red one.,"Q1: How long is the red ribbon? (Options: [""10 cm"", ""15 cm"", ""20 cm"", ""25 cm""], Ans: 15 cm)
Q2: How long is the blue ribbon? (Options: [""20 cm"", ""25 cm"", ""30 cm"", ""35 cm""], Ans: 25 cm)
Q3: What is the total length of both ribbons? (Type: number, Ans: 40)"
Mathematical Comprehension,3,Medium,Sticker Collection,Rohan has 25 stickers. He gives 5 to his friend. Then he buys 10 more.,"Q1: How many stickers did Rohan start with? (Options: [""20"", ""25"", ""30"", ""35""], Ans: 25)
Q2: How many stickers did he have after giving some away? (Options: [""15"", ""20"", ""25"", ""30""], Ans: 20)
Q3: How many stickers does he have now? (Type: number, Ans: 30)"
Mathematical Comprehension,3,Medium,The Clock Reading,"The hour hand is on 3 and the minute hand is on 12. 1 hour later, the minute hand is on 6.","Q1: What time is it at the start? (Options: [""2:00"", ""3:00"", ""4:00"", ""5:00""], Ans: 3:00)
Q2: What time is it 1 hour later? (Options: [""3:30"", ""4:00"", ""4:30"", ""5:00""], Ans: 4:30)
Q3: How many minutes are in half an hour? (Type: number, Ans: 30)"
Mathematical Comprehension,3,Medium,Sharing Chocolates,There are 12 chocolates. Mom shares them equally among 3 children.,"Q1: How many chocolates are there? (Options: [""10"", ""12"", ""14"", ""16""], Ans: 12)
Q2: How many children are there? (Options: [""2"", ""3"", ""4"", ""5""], Ans: 3)
Q3: How many chocolates does each child get? (Type: number, Ans: 4)"
Mathematical Comprehension,3,Medium,The Baker's Trays,A baker has 4 trays. He puts 5 muffins on each tray.,"Q1: How many trays are there? (Options: [""2"", ""3"", ""4"", ""5""], Ans: 4)
Q2: How many muffins are on one tray? (Options: [""4"", ""5"", ""6"", ""8""], Ans: 5)
Q3: How many muffins are there in total? (Type: number, Ans: 20)"
Mathematical Comprehension,3,Easy,Cookie Tray Math,A baker bakes 5 trays of cookies. Each tray has 6 cookies. He sells 10 cookies in the morning.,"Q1: How many cookies did the baker make in total? (Options: [""25"", ""30"", ""35"", ""40""], Ans: 30)
Q2: How many cookies are left after the morning sale? (Options: [""10"", ""15"", ""20"", ""25""], Ans: 20)
Q3: If he bakes one more tray of 6 cookies, how many cookies will he have now? (Type: number, Ans: 26)"
Mathematical Comprehension,4,Medium,Packet of Sweets,One packet holds 50 sweets. A shopkeeper has 10 such packets. He sells 2 packets.,"Q1: How many sweets are in one packet? (Options: [""20"", ""40"", ""50"", ""100""], Ans: 50)
Q2: How many sweets did he have in total at first? (Options: [""400"", ""500"", ""600"", ""1000""], Ans: 500)
Q3: How many sweets are left with him? (Type: number, Ans: 400)"
Mathematical Comprehension,4,Medium,Train Journey Time,A train leaves at 4:00 PM and reaches the station at 7:30 PM.,"Q1: When did the train leave? (Options: [""3:00 PM"", ""4:00 PM"", ""5:00 PM"", ""6:00 PM""], Ans: 4:00 PM)
Q2: When did the train arrive? (Options: [""6:30 PM"", ""7:00 PM"", ""7:30 PM"", ""8:00 PM""], Ans: 7:30 PM)
Q3: How long was the journey in minutes? (Type: number, Ans: 210)"
Mathematical Comprehension,4,Medium,Garden Fencing,A square garden has a side length of 8 meters. A fence is put around it.,"Q1: What is the shape of the garden? (Options: [""Circle"", ""Square"", ""Triangle"", ""Rectangle""], Ans: Square)
Q2: What is the length of one side? (Options: [""6m"", ""8m"", ""10m"", ""12m""], Ans: 8m)
Q3: What is the total length of the fence (perimeter)? (Type: number, Ans: 32)"
Mathematical Comprehension,4,Medium,Library Books,"A library has 150 books. On Monday, 25 books were borrowed. On Tuesday, 10 of the borrowed books were returned.","Q1: How many books were out of the library after Monday? (Options: [""125"", ""135"", ""150"", ""175""], Ans: 125)
Q2: How many books were in the library at the end of Tuesday? (Options: [""115"", ""125"", ""135"", ""145""], Ans: 135)
Q3: If 20 more books are borrowed on Wednesday, how many books will be out of the library in total? (Type: number, Ans: 35)"
Mathematical Comprehension,4,Medium,Factors of Twelve,The number is 12. We want to find which numbers can divide it evenly.,"Q1: Is 2 a factor of 12? (Options: [""Yes"", ""No"", ""Maybe"", ""Don't Know""], Ans: Yes)
Q2: Is 5 a factor of 12? (Options: [""Yes"", ""No"", ""Maybe"", ""Don't Know""], Ans: No)
Q3: How many factors does 12 have (1, 2, 3, 4, 6, 12)? (Type: number, Ans: 6)"
Mathematical Comprehension,4,Medium,The Milk Carton,A milk carton holds 1 liter of milk. 1 liter is equal to 1000 milliliters. Mom uses 250 ml for tea.,"Q1: What is the capacity of the carton in ml? (Options: [""500 ml"", ""750 ml"", ""1000 ml"", ""1250 ml""], Ans: 1000 ml)
Q2: How much milk did Mom use? (Options: [""100 ml"", ""200 ml"", ""250 ml"", ""300 ml""], Ans: 250 ml)
Q3: How much milk is left in the carton? (Type: number, Ans: 750)"
Mathematical Comprehension,5,Medium,Book Weight,One math book weighs 500 grams. You have 4 math books in your bag.,"Q1: What is the weight of one book? (Options: [""200g"", ""400g"", ""500g"", ""600g""], Ans: 500g)
Q2: What is the total weight of 4 books in grams? (Options: [""1000g"", ""1500g"", ""2000g"", ""2500g""], Ans: 2000g)
Q3: What is the total weight in kilograms? (Type: number, Ans: 2)"
Mathematical Comprehension,5,Medium,Angle Types,Look at a clock at 3:00. The angle between the hands is 90 degrees.,"Q1: What is the angle called when it is exactly 90 degrees? (Options: [""Acute"", ""Obtuse"", ""Right"", ""Straight""], Ans: Right)
Q2: What is an angle less than 90 degrees called? (Options: [""Acute"", ""Obtuse"", ""Right"", ""Reflex""], Ans: Acute)
Q3: How many degrees is a straight line? (Type: number, Ans: 180)"
Mathematical Comprehension,5,Medium,Rectangle Area,A rectangular field is 20 meters long and 10 meters wide.,"Q1: What is the length of the field? (Options: [""10m"", ""15m"", ""20m"", ""25m""], Ans: 20m)
Q2: What is the width of the field? (Options: [""5m"", ""10m"", ""15m"", ""20m""], Ans: 10m)
Q3: What is the area of the field? (Type: number, Ans: 200)"
Mathematical Comprehension,5,Medium,Decimal Shopping,A notebook costs ₹25.50 and a pen costs ₹10.50. You give the shopkeeper ₹50.,"Q1: What is the cost of the notebook? (Options: [""₹20.50"", ""₹25.00"", ""₹25.50"", ""₹30.50""], Ans: ₹25.50)
Q2: What is the total cost of both items? (Options: [""₹30.00"", ""₹35.00"", ""₹36.00"", ""₹40.00""], Ans: ₹36.00)
Q3: How much change do you get back? (Type: number, Ans: 14)"
Mathematical Comprehension,5,Medium,Pizza Party Fractions,A pizza has 8 slices. Rahul eats 3 slices. Simran eats 2 slices.,"Q1: What fraction of the pizza did Rahul eat? (Options: [""1/8"", ""2/8"", ""3/8"", ""4/8""], Ans: 3/8)
Q2: What fraction of the pizza did Simran eat? (Options: [""1/8"", ""2/8"", ""3/8"", ""4/8""], Ans: 2/8)
Q3: What fraction of the pizza is left? (Type: number, Ans: 3/8)"
Mathematical Comprehension,5,Medium,Pizza Fractions,"A pizza is cut into 8 equal slices. Aman eats 1/4 of the pizza, and Ben eats 1/2 of the pizza.","Q1: How many slices did Aman eat? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 2)
Q2: How many slices did Ben eat? (Options: [""2"", ""3"", ""4"", ""5""], Ans: 4)
Q3: How many slices are left? (Type: number, Ans: 2)"
Mathematical Comprehension,6,Medium,LCM of Numbers,Find the LCM (Least Common Multiple) of 4 and 6.,"Q1: List the multiples of 4. (Options: [""4, 8, 12..."", ""2, 4, 6..."", ""1, 2, 4"", ""None""], Ans: 4, 8, 12...)
Q2: List the multiples of 6. (Options: [""6, 12, 18..."", ""3, 6, 9..."", ""1, 2, 3"", ""None""], Ans: 6, 12, 18...)
Q3: What is the smallest common multiple? (Type: number, Ans: 12)"
Mathematical Comprehension,6,Medium,Park Perimeter and Area,A rectangular park is 40 meters long and 20 meters wide. A path is built around its outer edge.,"Q1: What is the perimeter of the park? (Options: [""60"", ""80"", ""100"", ""120""], Ans: 120)
Q2: What is the area of the park? (Options: [""600"", ""800"", ""1000"", ""1200""], Ans: 800)
Q3: If a person jogs 3 complete laps around the park, what is the total distance they cover in meters? (Type: number, Ans: 360)"
Mathematical Comprehension,6,Medium,Temperature Change,"The temperature in the morning was -5°C. By afternoon, it rose by 10°C.","Q1: What was the initial temperature? (Options: [""-10°C"", ""-5°C"", ""0°C"", ""5°C""], Ans: -5°C)
Q2: Did the temperature rise or fall? (Options: [""Rise"", ""Fall"", ""Same"", ""Unknown""], Ans: Rise)
Q3: What is the temperature in the afternoon? (Type: number, Ans: 5)"
Mathematical Comprehension,6,Medium,Class Ratio,"In a class of 40 students, there are 25 girls and 15 boys.","Q1: How many girls are there? (Options: [""15"", ""25"", ""30"", ""40""], Ans: 25)
Q2: What is the ratio of girls to boys (simplified)? (Options: [""3:2"", ""5:3"", ""5:2"", ""1:1""], Ans: 5:3)
Q3: What is the ratio of boys to total students? (Type: number, Ans: 3:8)"
Mathematical Comprehension,6,Medium,Algebraic Expression,Think of a number x. Multiply it by 2 and add 5. The result is 15.,"Q1: How do you write ""Multiply x by 2 and add 5""? (Options: [""x+5"", ""2x+5"", ""x/2+5"", ""5x+2""], Ans: 2x+5)
Q2: What is the equation? (Options: [""2x=15"", ""2x+5=15"", ""x+5=15"", ""5x=15""], Ans: 2x+5=15)
Q3: What is the value of x? (Type: number, Ans: 5)"
Mathematical Comprehension,6,Medium,Triangle Angles,"In a triangle, angle A is 60° and angle B is 50°.","Q1: What is the sum of angles in a triangle? (Options: [""90°"", ""180°"", ""270°"", ""360°""], Ans: 180°)
Q2: What is the sum of angle A and angle B? (Options: [""90°"", ""100°"", ""110°"", ""120°""], Ans: 110°)
Q3: What is the measure of angle C? (Type: number, Ans: 70)"
Mathematical Comprehension,7,Medium,Algebraic Sum,Simplify the expression: 3a + 2b + 5a - b.,"Q1: Combine the terms with 'a'. (Options: [""3a"", ""5a"", ""8a"", ""2a""], Ans: 8a)
Q2: Combine the terms with 'b'. (Options: [""b"", ""2b"", ""3b"", ""-b""], Ans: b)
Q3: What is the final simplified expression? (Type: text, Ans: 8a+b)"
Mathematical Comprehension,7,Medium,Percentage Marks,Rohan scored 40 out of 50 in math.,"Q1: What is the fraction of marks? (Options: [""40/50"", ""50/40"", ""1/50"", ""40/100""], Ans: 40/50)
Q2: To find percentage, multiply fraction by? (Options: [""10"", ""50"", ""100"", ""1000""], Ans: 100)
Q3: What is his percentage score? (Type: number, Ans: 80)"
Mathematical Comprehension,7,Medium,Congruent Triangles,Triangle ABC is congruent to Triangle PQR. Side AB corresponds to Side PQ.,"Q1: What does congruent mean? (Options: [""Different size"", ""Same shape and size"", ""Similar"", ""Parallel""], Ans: Same shape and size)
Q2: If AB is 5 cm, what is the length of PQ? (Options: [""5 cm"", ""10 cm"", ""15 cm"", ""20 cm""], Ans: 5 cm)
Q3: If Angle A is 60°, what is Angle P? (Type: number, Ans: 60)"
Mathematical Comprehension,7,Medium,Power of Two,The expression is 2 to the power of 5 (2^5).,"Q1: What is the base? (Options: [""2"", ""5"", ""10"", ""32""], Ans: 2)
Q2: What is the exponent? (Options: [""2"", ""5"", ""10"", ""32""], Ans: 5)
Q3: What is the value of 2^5? (Type: number, Ans: 32)"
Mathematical Comprehension,7,Medium,Bank Interest,You deposit ₹1000 in a bank for 2 years at 5% simple interest per year.,"Q1: What is the Principal amount? (Options: [""₹500"", ""₹1000"", ""₹1500"", ""₹2000""], Ans: ₹1000)
Q2: What is the rate of interest? (Options: [""2%"", ""5%"", ""10%"", ""15%""], Ans: 5%)
Q3: What is the total interest earned after 2 years? (Type: number, Ans: 100)"
Mathematical Comprehension,7,Medium,Discount and Profit,A shop offers a 20% discount on a T-shirt that has a marked price of ₹500. The shopkeeper still makes a profit of ₹50 on the sale.,"Q1: What is the value of the discount? (Options: [""20"", ""50"", ""100"", ""150""], Ans: 100)
Q2: What is the selling price of the T-shirt after the discount? (Options: [""350"", ""400"", ""450"", ""480""], Ans: 400)
Q3: What was the original cost price of the T-shirt for the shopkeeper? (Type: number, Ans: 350)"
Mathematical Comprehension,8,Medium,Solving Equation,Solve for x: 3x - 4 = 11.,"Q1: What is the first step? (Options: [""Subtract 4"", ""Add 4"", ""Divide by 3"", ""Multiply by 3""], Ans: Add 4)
Q2: After adding 4 to both sides, what is the equation? (Options: [""3x=7"", ""3x=11"", ""3x=15"", ""x=15""], Ans: 3x=15)
Q3: What is the value of x? (Type: number, Ans: 5)"
Mathematical Comprehension,8,Medium,Quadrilateral Sum,"A quadrilateral has angles 100°, 80°, and 70°. Find the fourth angle x.","Q1: What is the sum of angles in a quadrilateral? (Options: [""180°"", ""270°"", ""360°"", ""90°""], Ans: 360°)
Q2: What is the sum of the three known angles? (Options: [""200°"", ""240°"", ""250°"", ""300°""], Ans: 250°)
Q3: What is the value of x? (Type: number, Ans: 110)"
Mathematical Comprehension,8,Medium,Square Roots,The area of a square plot is 144 square meters.,"Q1: What implies the side length squared is 144? (Options: [""Area Formula"", ""Perimeter Formula"", ""Volume Formula"", ""None""], Ans: Area Formula)
Q2: What is the square root of 144? (Options: [""10"", ""11"", ""12"", ""13""], Ans: 12)
Q3: What is the perimeter of the plot? (Type: number, Ans: 48)"
Mathematical Comprehension,8,Medium,Discount Price,A bag is marked at ₹800. The shop gives a 10% discount.,"Q1: What is the Marked Price (MP)? (Options: [""₹80"", ""₹800"", ""₹8000"", ""₹8""], Ans: ₹800)
Q2: What is the discount amount (10% of 800)? (Options: [""₹10"", ""₹80"", ""₹100"", ""₹800""], Ans: ₹80)
Q3: What is the final selling price? (Type: number, Ans: 720)"
Mathematical Comprehension,8,Medium,Probability Dice,"A die is rolled once. Outcomes are 1, 2, 3, 4, 5, 6.","Q1: How many total outcomes are there? (Options: [""3"", ""4"", ""5"", ""6""], Ans: 6)
Q2: How many outcomes are even numbers (2, 4, 6)? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 3)
Q3: What is the probability of rolling an even number? (Type: number, Ans: 1/2)"
Mathematical Comprehension,8,Medium,Speed and Fuel,A car travels at a constant speed and covers a distance of 180 km in 3 hours. The car consumes 1 liter of fuel for every 15 km it travels.,"Q1: What is the speed of the car in km/h? (Options: [""50"", ""60"", ""70"", ""80""], Ans: 60)
Q2: How much fuel would the car consume to travel the 180 km distance? (Options: [""10"", ""12"", ""15"", ""18""], Ans: 12)
Q3: How many kilometers can the car travel with a full tank of 40 liters of fuel? (Type: number, Ans: 600)"
Mathematical Comprehension,9,Hard,Cube Surface Area,A cube has a side length of 5 cm.,"Q1: How many faces does a cube have? (Options: [""4"", ""6"", ""8"", ""12""], Ans: 6)
Q2: What is the area of one face? (Options: [""20"", ""25"", ""30"", ""50""], Ans: 25)
Q3: What is the Total Surface Area? (Type: number, Ans: 150)"
Mathematical Comprehension,9,Hard,Polynomial Degree,Consider the polynomial p(x) = 4x^3 - 2x^2 + 7x - 5.,"Q1: What is the highest power of x? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 3)
Q2: What is the coefficient of x^2? (Options: [""-2"", ""2"", ""4"", ""7""], Ans: -2)
Q3: What is the constant term? (Type: number, Ans: -5)"
Mathematical Comprehension,9,Hard,Heron's Formula,"A triangle has sides 3cm, 4cm, and 5cm.","Q1: What is the semi-perimeter (s)? (Options: [""3"", ""4"", ""5"", ""6""], Ans: 6)
Q2: Is this a right-angled triangle? (Options: [""Yes"", ""No"", ""Maybe"", ""Unknown""], Ans: Yes)
Q3: What is the area of the triangle? (Type: number, Ans: 6)"
Mathematical Comprehension,9,Hard,Linear Equation Graph,The equation is y = 2x + 1.,"Q1: If x = 0, what is y? (Options: [""0"", ""1"", ""2"", ""3""], Ans: 1)
Q2: If x = 1, what is y? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 3)
Q3: Does the point (2, 5) lie on the line? (Type: number, Ans: Yes)"
